name,id,numeric_id,variant_group,sort_order,additional_badges,role_badges,badges,sort_feature,template,type,railtype,year,end_year,service,cars,power,secondary_power,cyl_d,cyl_len,cyl_n,steam_psi,rpm,wheel_d,ihp,weight,tender_weight,loading_speed,tractive_effort,te_coeff,speed,kmhish_speed,secondary_speed,speed_conf,length,scale_len,width,height,capacity,voxel_size,ttd_len,tender,articulated_lengths,effect_unit,manual_lengths,manual_ttd_len,layout,pantograph_unit,new_sprites,reuse_sprites,animated,wagon_formation_modifier,vehicle_life,lifespan,run_cost_penalty,purchase_penalty,speed_cost_factor,power_cost_factor,te_cost_factor,year_multiplier,capacity_factor,type_run_cost,type_purchase_cost,cost,running_cost,cost_gbp,run_cost_gbp,double_headed,dvt,use_mu_engine_logic,inhibit_lead,tilting,multiple_working,requires_second_power_car,purchase_length,enable_param,intro_month,cargo_age_period,pax_special,cargo_handling,default_cargo,era_id,category,era_cat,power_class,length_text,power_text,units_text,bio,gameplay_text,brake_text,additional_text,has_aged_variant
"Leyland Class 141 ""Pacer""",class_141,3040,,353,,role/passenger,"flag/GB,power/diesel,role/passenger",FEAT_TRAINS,multiple_unit,diesel,RAIL,1984,1988,2005,2,205,,,,,,,,,52.5,,5,70,0.13,75,120,,,15.45,15.45,2.5,3.9,46,152x37x58,9,,"2,5,2",,,,"pacer,pacer_rear",,"1,1",pacer,,,18,29,-35,-20,15,1.025,3.5,0.89,3.06666666666667,1,1.5,24,32,"£18,750","£2,600",,,,,,"class_150,class_151,class_153,class_153_mail,super_sprinter,express_sprinter_2car,express_sprinter_3car,sprinter_hybrid,class_170,class_170_3car",,,,2,148,,,PASS,lbr,DMU (Cheap),lbr_DMU (Cheap),diesel_RAIL,{BLACK}Length: {GOLD}1.2 tiles{},,{BLACK}Cars: {GOLD}2,"The Class 141 is a multiple unit built from Leyland National bus parts. While cheap and light, it is criticised for its poor ride quality.",,{YELLOW}20% penalty for long distance travel{},"{BLACK}Cars: {GOLD}2{}{BLACK}Length: {GOLD}1.2 tiles{}{YELLOW}20% penalty for long distance travel{}{SILVER}The Class 141 is a multiple unit built from Leyland National bus parts. While cheap and light, it is criticised for its poor ride quality.",
"BREL Class 150 ""Sprinter""",class_150,3041,,354,,role/passenger,"flag/GB,power/diesel,role/passenger",FEAT_TRAINS,multiple_unit,diesel,RAIL,1984,1987,,2,572,,,,,,,,,71.6,,5,110,0.15,75,120,,,20,20,2.81,3.7,63,198x42x55,12,,"4,4,4",,,,"sprinter,sprinter_rear",,"1,1",sprinter,,,28,,-10,-15,15,2.86,5.5,0.89,4.2,1,1.5,37,68,"£28,906","£5,525",,,,,,"class_141,class_151,class_153,class_153_mail,super_sprinter,express_sprinter_2car,express_sprinter_3car,sprinter_hybrid,class_170,class_170_3car",,,,1,185,,,PASS,lbr,DMU,lbr_DMU,diesel_RAIL,{BLACK}Length: {GOLD}1.5 tiles{},,{BLACK}Cars: {GOLD}2,The Sprinter replaced first-generation DMUs. Like other second-generation units it was based on the Mark 3 bodyshell. The name refers to its faster acceleration compared to the units it replaced.,,,{BLACK}Cars: {GOLD}2{}diesel_RAILThe Sprinter replaced first-generation DMUs. Like other second-generation units it was based on the Mark 3 bodyshell. The name refers to its faster acceleration compared to the units it replaced.{SILVER}{BLACK}Cars: {GOLD}2,
Metro-Cammell Class 151,class_151,3042,,355,,role/passenger,"flag/GB,power/diesel,role/passenger",FEAT_TRAINS,multiple_unit,diesel,RAIL,1985,2015,2025,3,855,,,,,,,,,97,,5,145,0.15,75,120,,,19.9,20,2.8,3.84,77,198x42x57,12,,"4,4,4",4,,,"class_151,class_151_mid,class_151_rear",,"1,1,1",class_151,,,27,48,-15,-25,15,4.275,7.25,0.89,7.7,1,1.5,38,77,"£29,688","£6,256",,,,,,"class_141,class_150,class_153,class_153_mail,super_sprinter,express_sprinter_2car,express_sprinter_3car,sprinter_hybrid,class_170,class_170_3car",,,,4,185,,,PASS,lbr,DMU,lbr_DMU,diesel_RAIL,{BLACK}Length: {GOLD}2.3 tiles{},,{BLACK}Cars: {GOLD}3,A class of 2 prototype DMUs built to compete for the contract that became the Class 150 fleet purchase. These units suffered with gearbox issues and the BREL type won the contest instead.,,,{BLACK}Cars: {GOLD}3{}{BLACK}Length: {GOLD}2.3 tiles{}{SILVER}A class of 2 prototype DMUs built to compete for the contract that became the Class 150 fleet purchase. These units suffered with gearbox issues and the BREL type won the contest instead.,
BREL Class 319,brel_class_319,243,,356,,role/passenger,"flag/GB,power/electric,role/passenger",FEAT_TRAINS,multiple_unit,dual_electric,DUAL_POWER,1987,1990,,4,1328,,,,,,,,,140.3,,5,160,0.11,100,160,,,19.83,19.83,,3.58,78,198x0x53,12,,"4,4,4",,,,"brel_class_319,brel_class_319_power,brel_class_319_mid,brel_class_319_rear",brel_class_319_power,"1,1,1,1",,,,32,,-10,-20,20,6.64,8,0.88,10.4,0.85,1.8,79,86,"£61,719","£6,988",,,,,,,,,,3,185,,,PASS,lbr,EMU,lbr_EMU,dual_electric_DUAL_POWER,{BLACK}Length: {GOLD}3.0 tiles{},,{BLACK}Cars: {GOLD}4,The Class 319 is a dual-voltage EMU built for the then-new Thameslink service between Brighton and Bedford.,,,{BLACK}Cars: {GOLD}4{}{BLACK}Length: {GOLD}3.0 tiles{}{SILVER}The Class 319 is a dual-voltage EMU built for the then-new Thameslink service between Brighton and Bedford.,
BREL Class 321,brel_class_321,244,,357,,role/passenger,"flag/GB,power/electric,role/passenger",FEAT_TRAINS,multiple_unit,electric,ELRL,1988,1991,,4,1438,,,,,,,,,137.9,,5,150,0.11,100,160,,,19.95,19.95,,3.78,78,198x0x56,12,,"4,4,4",,,,"brel_class_321,brel_class_321_mid,brel_class_321_power,brel_class_321_rear",,"1,1,1,1",,,,33,,-10,-27,20,7.19,7.5,0.88,10.4,0.85,1.725,67,86,"£52,344","£6,988",,,,,,,,,,9,185,,,PASS,lbr,EMU,lbr_EMU,electric_ELRL,{BLACK}Length: {GOLD}3.0 tiles{},,{BLACK}Cars: {GOLD}4,"The Class 321 is an overhead-line EMU, originally built for Network South East services and Regional Railways services from Leeds.",,,"{BLACK}Cars: {GOLD}4{}{BLACK}Length: {GOLD}3.0 tiles{}{SILVER}The Class 321 is an overhead-line EMU, originally built for Network South East services and Regional Railways services from Leeds.",
"BREL Class 442 ""Wessex Electric""",wessex_electric_dc,3066,,358,,role/express_passenger,"flag/GB,power/electric,role/express_passenger",FEAT_TRAINS,multiple_unit,electric,THIRD_RAIL,1988,,,5,1610,,,,,,,,,202.8,,5,190,0.09,108,173,,,23,23,2.74,3.81,66,214x41x57,13,,"4,5,4",,,,"wessex_electric,wessex_electric_mid,wessex_electric_mid_guard,wessex_electric_mid,wessex_electric_rear",,"1,1,1,0,1",wessex_electric,,,35,,-10,-25,21.6,8.05,9.5,0.88,11,0.85,1.725,79,96,"£61,719","£7,800",,,,,,,,,,5,205,,,PASS,lbr,EMU (Express),lbr_EMU (Express),electric_THIRD_RAIL,{BLACK}Length: {GOLD}4.1 tiles{},,{BLACK}Cars: {GOLD}5,"The Class 442 holds the speed record for a third rail EMU at 108mph. Unlike most of its generation of Mk3-based multiple units, it uses the full-length carriage bodyshell.",,{YELLOW}10% bonus for long distance travel{},"{BLACK}Cars: {GOLD}5{}{BLACK}Length: {GOLD}4.1 tiles{}{YELLOW}10% bonus for long distance travel{}{SILVER}The Class 442 holds the speed record for a third rail EMU at 108mph. Unlike most of its generation of Mk3-based multiple units, it uses the full-length carriage bodyshell.",
"BREL Class 442/8 ""Wessex Electric""",wessex_electric,3067,3066,359,,role/express_passenger,"flag/GB,power/electric,role/express_passenger",FEAT_TRAINS,multiple_unit,dual_electric,DUAL_POWER,1988,,,5,2250,1610,,,,,,,,208.8,,5,190,0.09,108,173,,,23,23,2.74,3.81,66,214x41x57,13,,"4,5,4",,,,"wessex_electric,wessex_electric_mid,wessex_electric_mid_pan,wessex_electric_mid,wessex_electric_rear",wessex_electric_mid_pan,"0,0,1,0,0",,,,35,,-10,-25,21.6,11.25,9.5,0.88,11,0.85,1.8,91,102,"£71,094","£8,288",,,,,,,,,concept_trains,5,205,,,PASS,lbr,EMU (Express),lbr_EMU (Express),dual_electric_DUAL_POWER,{BLACK}Length: {GOLD}4.1 tiles{},,{BLACK}Cars: {GOLD}5,What if the Class 442 had a dual-voltage conversion to allow through-running expresses and an end to 3rd rail power supply?,,{YELLOW}10% bonus for long distance travel{},{BLACK}Cars: {GOLD}5{}{BLACK}Length: {GOLD}4.1 tiles{}{YELLOW}10% bonus for long distance travel{}{SILVER}What if the Class 442 had a dual-voltage conversion to allow through-running expresses and an end to 3rd rail power supply?,
"Metro-Cammell Class 156 ""Super Sprinter""",super_sprinter,3045,,360,,role/passenger,"flag/GB,power/diesel,role/passenger",FEAT_TRAINS,multiple_unit,diesel,RAIL,1988,,,2,570,,,,,,,,,71.6,,5,110,0.15,75,120,,,23,23,2.8,3.7,69,214x42x55,13,,"4,5,4",,,,"super_sprinter,super_sprinter_rear",,"1,1",,,,33,,-10,-15,15,2.85,5.5,0.88,4.6,1,1.5,37,68,"£28,906","£5,525",,,,,,"class_141,class_150,class_151,class_153,class_153_mail,express_sprinter_2car,express_sprinter_3car,sprinter_hybrid,class_170,class_170_3car",,,,4,185,,,PASS,lbr,DMU,lbr_DMU,diesel_RAIL,{BLACK}Length: {GOLD}1.7 tiles{},,{BLACK}Cars: {GOLD}2,"The Class 156 is a member of the Sprinter family designed for longer journeys, with single doors at each end rather than the metro-style doors of the Class 150s.",,,"{BLACK}Cars: {GOLD}2{}{BLACK}Length: {GOLD}1.7 tiles{}{SILVER}The Class 156 is a member of the Sprinter family designed for longer journeys, with single doors at each end rather than the metro-style doors of the Class 150s.",
"BREL Class 158 ""Express Sprinter""",express_sprinter_2car,3046,,361,,role/express_passenger,"flag/GB,power/diesel,role/express_passenger",FEAT_TRAINS,multiple_unit,diesel,RAIL,1989,1992,,2,700,,,,,,,,,77,,5,120,0.16,90,144,,,23.2,23,2.7,,69,214x40x0,13,,"4,5,4",,,,"express_sprinter,express_sprinter_rear",,"1,1",express_sprinter,,,33,,-10,-15,18,3.5,6,0.88,4.6,1,1.5,44,77,"£34,375","£6,256",,,,,,"class_141,class_150,class_151,class_153,class_153_mail,super_sprinter,express_sprinter_3car,sprinter_hybrid,class_170,class_170_3car",,,,7,205,,,PASS,lbr,DMU (Express),lbr_DMU (Express),diesel_RAIL,{BLACK}Length: {GOLD}1.7 tiles{},,{BLACK}Cars: {GOLD}2,"The Class 158 has many improvements over earlier generation Sprinters, including air conditioning and a more comfortable ride.",,{YELLOW}10% bonus for long distance travel{},"{BLACK}Cars: {GOLD}2{}{BLACK}Length: {GOLD}1.7 tiles{}{YELLOW}10% bonus for long distance travel{}{SILVER}The Class 158 has many improvements over earlier generation Sprinters, including air conditioning and a more comfortable ride.",
"BREL Class 158 ""Express Sprinter""",express_sprinter_3car,3047,3046,362,,role/express_passenger,"flag/GB,power/diesel,role/express_passenger",FEAT_TRAINS,multiple_unit,diesel,RAIL,1989,1992,,3,1050,,,,,,,,,115.5,,5,120,0.10,90,144,,,23.2,23,2.7,,69,214x40x0,13,,"4,5,4",,,,"express_sprinter,express_sprinter_mid,express_sprinter_rear",,"0,1,0",express_sprinter,,,33,,-10,-15,18,5.25,6,0.88,6.9,1,1.5,51,86,"£39,844","£6,988",,,,,,"class_141,class_150,class_151,class_153,class_153_mail,super_sprinter,express_sprinter_2car,sprinter_hybrid,class_170,class_170_3car",,,,7,205,,,PASS,lbr,DMU (Express),lbr_DMU (Express),diesel_RAIL,{BLACK}Length: {GOLD}2.5 tiles{},,{BLACK}Cars: {GOLD}3,"The Class 158 has many improvements over earlier generation Sprinters, including air conditioning and a more comfortable ride.",,{YELLOW}10% bonus for long distance travel{},"{BLACK}Cars: {GOLD}3{}{BLACK}Length: {GOLD}2.5 tiles{}{YELLOW}10% bonus for long distance travel{}{SILVER}The Class 158 has many improvements over earlier generation Sprinters, including air conditioning and a more comfortable ride.",
"BREL Class 158/156 ""Sprinter""",sprinter_hybrid,3048,3046,363,,role/passenger,"flag/GB,power/diesel,role/passenger",FEAT_TRAINS,multiple_unit,diesel,RAIL,1989,1992,,2,635,,,,,,,,,74.6,,5,120,0.16,75,120,,,23.2,23,2.7,,69,214x40x0,13,,"4,5,4",,,,"express_sprinter,super_sprinter_rear",,"0,0",express_sprinter,,,33,,-10,-15,15,3.175,6,0.88,4.6,1,1.5,38,70,"£29,688","£5,688",,,,,,"class_141,class_150,class_151,class_153,class_153_mail,super_sprinter,express_sprinter_2car,express_sprinter_3car,class_170,class_170_3car",,,,9,185,,,PASS,lbr,DMU,lbr_DMU,diesel_RAIL,{BLACK}Length: {GOLD}1.7 tiles{},,{BLACK}Cars: {GOLD}2,"When both Class 158 and Class 156 vehicles are unavailable, it’s possible to run hybrid units of the type, and these have been documented in passenger service on many occasions.",,,"{BLACK}Cars: {GOLD}2{}{BLACK}Length: {GOLD}1.7 tiles{}{SILVER}When both Class 158 and Class 156 vehicles are unavailable, it’s possible to run hybrid units of the type, and these have been documented in passenger service on many occasions.",
BREL Class 456,brel_class_456,249,,364,,role/passenger,"flag/GB,power/electric,role/passenger",FEAT_TRAINS,multiple_unit,electric,THIRD_RAIL,1990,,,2,500,,,,,,,,,72.5,,5,120,0.17,75,120,,,19.8,19.8,,,75,198x0x0,12,,"4,4,4",,,,"brel_class_456,brel_class_456_rear",,"1,1",,,,31,,-10,-20,15,2.5,6,0.88,5,0.85,1.725,41,55,"£32,031","£4,469",,,,,,brel_class_455,,,,8,185,,,PASS,lbr,EMU,lbr_EMU,electric_THIRD_RAIL,{BLACK}Length: {GOLD}1.5 tiles{},,{BLACK}Cars: {GOLD}2,The Class 456 is a two-car EMU used for inner suburban services - either as a single unit for services with low demand or coupled to other Class 456 or 455 units for higher capacity routes.,,,{BLACK}Cars: {GOLD}2{}{BLACK}Length: {GOLD}1.5 tiles{}{SILVER}The Class 456 is a two-car EMU used for inner suburban services - either as a single unit for services with low demand or coupled to other Class 456 or 455 units for higher capacity routes.,
"BREL Class 165 ""Network Turbo""",network_turbo,250,,365,,role/passenger,"flag/GB,power/diesel,role/passenger",FEAT_TRAINS,multiple_unit,diesel,RAIL,1991,1992,,2,700,,,,,,,,,74,,5,105,0.14,75,120,,,22.91,22.9,2.8,3.8,93,214x42x57,13,,"4,5,4",,,,"network_turbo,network_turbo_rear",,"1,1",,,,32,,-10,-15,15,3.5,5.25,0.88,6.2,1,1.5,40,72,"£31,250","£5,850",,,,,,,,,,9,185,,,PASS,lbr,DMU,lbr_DMU,diesel_RAIL,{BLACK}Length: {GOLD}1.7 tiles{},,{BLACK}Cars: {GOLD}2,The Class 165 is a high capacity DMU with 2+3 seating.,,,{BLACK}Cars: {GOLD}2{}{BLACK}Length: {GOLD}1.7 tiles{}{SILVER}The Class 165 is a high capacity DMU with 2+3 seating.,
"Leyland/Hunslet Class 153 ""Super Sprinter"" ",class_153,3043,,366,,role/passenger,"flag/GB,power/diesel,role/passenger",FEAT_TRAINS,multiple_unit,diesel,RAIL,1991,,,1,285,,,,,,,,,41.2,,5,55,0.15,75,120,,,23.2,23.2,2.7,3.7,72,238x40x55,14,,"4,6,4",,,,class_153,,1,,,,33,,-10,-15,15,1.425,2.75,0.88,2.4,1,1.5,26,54,"£20,313","£4,388",,,,,,"class_141,class_150,class_151,class_153_mail,super_sprinter,express_sprinter_2car,express_sprinter_3car,sprinter_hybrid,class_170,class_170_3car",,,,4,185,,,PASS,lbr,DMU,lbr_DMU,diesel_RAIL,{BLACK}Length: {GOLD}0.9 tiles{},,,"The Class 153 was a conversion of earlier Class 155 units, 35 of which were split in two with small cabs added at the inner ends.",,,"{BLACK}Length: {GOLD}0.9 tiles{}{SILVER}The Class 153 was a conversion of earlier Class 155 units, 35 of which were split in two with small cabs added at the inner ends.",
"Leyland/Hunslet Class 153 ""Mail Sprinter"" ",class_153_mail,3044,3043,367,,role/mail,"flag/GB,power/diesel,role/mail",FEAT_TRAINS,multiple_unit,diesel,RAIL,1991,,,1,285,,,,,,,,,41.2,,5,55,0.15,75,120,,,23.2,23.2,2.7,3.7,60,238x40x55,14,,"4,6,4",,,,class_153_mail,,1,,,,33,,-10,-15,15,1.425,2.75,0.88,2,1,1.5,26,53,"£20,313","£4,306",,,,,,"class_141,class_150,class_151,class_153,super_sprinter,express_sprinter_2car,express_sprinter_3car,sprinter_hybrid,class_170,class_170_3car",,,concept_trains,4,185,,,MAIL,lbr,Mail,lbr_DMU,diesel_RAIL,{BLACK}Length: {GOLD}0.9 tiles{},,,What if the class 153s were converted for parcels service rather than passenger use? This preceds the later use of the 153 as supplementary bike carriages or ‘active travel’ vehicles.,,,{BLACK}Length: {GOLD}0.9 tiles{}{SILVER}What if the class 153s were converted for parcels service rather than passenger use? This preceds the later use of the 153 as supplementary bike carriages or ‘active travel’ vehicles.,
ABB Class 325,abb_class_325,255,,368,,role/express_passenger,"flag/GB,power/electric,role/express_passenger",FEAT_TRAINS,multiple_unit,dual_electric,DUAL_POWER,1995,,,4,1328,,,,,,,,,138.5,,5,160,0.12,100,160,,,19.83,19.8,2.8,3.8,78,198x42x57,12,,"4,4,4",,,,"abb_class_325,abb_class_325_power,abb_class_325_mid,abb_class_325_rear",abb_class_325_power,"1,1,1,1",,,,30,,-15,-40,20,6.64,8,0.87,10.4,0.85,1.8,57,80,"£44,531","£6,500",,,,,,,,,,2,185,,,MAIL,prv,DMU (Express),prv_DMU (Express),dual_electric_DUAL_POWER,{BLACK}Length: {GOLD}3.0 tiles{},,{BLACK}Cars: {GOLD}4,The Class 325 is a multiple unit designed for carrying mail and parcels more economically than a locomotive-hauled train. It is based on Class 319 hardware.,,,{BLACK}Cars: {GOLD}4{}{BLACK}Length: {GOLD}3.0 tiles{}{SILVER}The Class 325 is a multiple unit designed for carrying mail and parcels more economically than a locomotive-hauled train. It is based on Class 319 hardware.,
"GEC-Alsthom Class 373 ""Eurostar""",eurostar_3cap,3068,,369,,role/express_passenger,"flag/GB,power/electric,role/express_passenger",FEAT_TRAINS,multiple_unit,dual_electric,DUAL_POWER,1992,,,20,16400,4600,,,,,,,,752,,4,220,0.03,186,298,,,22.15,22.15,2.81,,35,214x42x0,13,,"4,5,4",,"4,5,4,4,5,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,5,4,4,5,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,5,4,4,5,4","13,13,11,11,11,11,11,11,11,13,13,11,11,11,11,11,11,11,13,13","eurostar_3cap,eurostar_motor,eurostar_mid_rev,eurostar_mid_rev,eurostar_mid_rev,eurostar_mid_rev,eurostar_tbk_rev,eurostar_mid_rev,eurostar_mid_rev,eurostar_mid_div_rev,eurostar_mid_div,eurostar_mid,eurostar_mid,eurostar_tbk,eurostar_mid,eurostar_mid,eurostar_mid,eurostar_mid,eurostar_motor_rev,eurostar_3cap_rear",eurostar_3cap_rear,"1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1",,,,25,,,,30,20,11,0.88,23.3333333333333,0.85,2.4,244,175,"£190,625","£14,219",,,,,,,,,param_max_mu_length == 0,11,232,,,PASS,lbr,EMU (Express),lbr_EMU (Express),dual_electric_DUAL_POWER,{BLACK}Length: {GOLD}14.5 tiles{},,{BLACK}Cars: {GOLD}20,"An adaption of the french TGV to UK Loading gauge, and designed to run through the Channel Tunnel onto 750V DC track for a slow crawl into south London, the Class 373 continues to run international services.",,{YELLOW}25% bonus for long distance travel{},"{BLACK}Cars: {GOLD}20{}{BLACK}Length: {GOLD}14.5 tiles{}{YELLOW}25% bonus for long distance travel{}{SILVER}An adaption of the french TGV to UK Loading gauge, and designed to run through the Channel Tunnel onto 750V DC track for a slow crawl into south London, the Class 373 continues to run international services.",
"GEC-Alsthom Class 373 ""Eurostar"" NoL",eurostar_nol,3069,3068,370,,role/express_passenger,"flag/GB,power/electric,role/express_passenger",FEAT_TRAINS,multiple_unit,dual_electric,DUAL_POWER,1992,,,16,16400,4600,,,,,,,,665,,4,220,0.03,186,298,,,22.15,22.15,2.81,,35,214x42x0,13,,"4,5,4",,"4,5,4,4,5,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,5,4,4,5,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,5,4,4,5,4","13,13,11,11,11,11,11,13,13,11,11,11,11,11,13,13","eurostar_nol,eurostar_motor,eurostar_mid_rev,eurostar_mid_rev,eurostar_mid_rev,eurostar_tbk_rev,eurostar_mid_rev,eurostar_mid_div_rev,eurostar_mid_div,eurostar_mid,eurostar_tbk,eurostar_mid,eurostar_mid,eurostar_mid,eurostar_motor_rev,eurostar_nol_rear",eurostar_nol_rear,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1",,,,25,,,,30,20,11,0.88,18.6666666666667,0.85,2.4,231,165,"£180,469","£13,406",,,,,,,,,param_max_mu_length == 0,11,232,,,PASS,lbr,EMU (Express),lbr_EMU (Express),dual_electric_DUAL_POWER,{BLACK}Length: {GOLD}11.8 tiles{},,{BLACK}Cars: {GOLD}16,"The first of a number of cancelled cross-channel service concepts, the Regional Eurostar sets never operated as intended, but were used for relief services on the ECML and as conventional TGV sets in France.",,{YELLOW}25% bonus for long distance travel{},"{BLACK}Cars: {GOLD}16{}{BLACK}Length: {GOLD}11.8 tiles{}{YELLOW}25% bonus for long distance travel{}{SILVER}The first of a number of cancelled cross-channel service concepts, the Regional Eurostar sets never operated as intended, but were used for relief services on the ECML and as conventional TGV sets in France.",
"GEC-Alsthom Class 373 ""Eurostar"" (e300 Livery)",eurostar,3070,3068,371,,role/express_passenger,"flag/GB,power/electric,role/express_passenger",FEAT_TRAINS,multiple_unit,dual_electric,DUAL_POWER,1992,,,20,16400,4600,,,,,,,,752,,4,220,0.03,186,298,,,22.15,22.15,2.81,,35,214x42x0,13,,"4,5,4",,"4,5,4,4,5,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,5,4,4,5,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,5,4,4,5,4","13,13,11,11,11,11,11,11,11,13,13,11,11,11,11,11,11,11,13,13","eurostar,eurostar_motor,eurostar_mid_rev,eurostar_mid_rev,eurostar_mid_rev,eurostar_mid_rev,eurostar_tbk_rev,eurostar_mid_rev,eurostar_mid_rev,eurostar_mid_div_rev,eurostar_mid_div,eurostar_mid,eurostar_mid,eurostar_tbk,eurostar_mid,eurostar_mid,eurostar_mid,eurostar_mid,eurostar_motor_rev,eurostar_rear",eurostar,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1",,,,25,,,,30,20,11,0.88,23.3333333333333,0.85,2.4,244,175,"£190,625","£14,219",,,,,,,,,param_max_mu_length == 0,11,232,,,PASS,lbr,EMU (Express),lbr_EMU (Express),dual_electric_DUAL_POWER,{BLACK}Length: {GOLD}14.5 tiles{},,{BLACK}Cars: {GOLD}20,"An adaption of the french TGV to UK Loading gauge, and designed to run through the Channel Tunnel onto 750V DC track for a slow crawl into south London, the Class 373 continues to run international services.",,{YELLOW}25% bonus for long distance travel{},"{BLACK}Cars: {GOLD}20{}{BLACK}Length: {GOLD}14.5 tiles{}{YELLOW}25% bonus for long distance travel{}{SILVER}An adaption of the french TGV to UK Loading gauge, and designed to run through the Channel Tunnel onto 750V DC track for a slow crawl into south London, the Class 373 continues to run international services.",
"GEC-Alsthom Class 373 ""Eurostar"" (e300 Livery)",eurostar_nol_new,3071,3068,372,,role/express_passenger,"flag/GB,power/electric,role/express_passenger",FEAT_TRAINS,multiple_unit,dual_electric,DUAL_POWER,1992,,,16,16400,4600,,,,,,,,665,,4,220,0.03,186,298,,,22.15,22.15,2.81,,35,214x42x0,13,,"4,5,4",,"4,5,4,4,5,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,5,4,4,5,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,5,4,4,5,4","13,13,11,11,11,11,11,13,13,11,11,11,11,11,13,13","eurostar,eurostar_motor,eurostar_mid_rev,eurostar_mid_rev,eurostar_mid_rev,eurostar_tbk_rev,eurostar_mid_rev,eurostar_mid_div_rev,eurostar_mid_div,eurostar_mid,eurostar_tbk,eurostar_mid,eurostar_mid,eurostar_mid,eurostar_motor_rev,eurostar_rear",eurostar,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",eurostar,,,25,,,,30,20,11,0.88,18.6666666666667,0.85,2.4,231,165,"£180,469","£13,406",,,,,,,,,param_max_mu_length == 0,11,232,,,PASS,lbr,EMU (Express),lbr_EMU (Express),dual_electric_DUAL_POWER,{BLACK}Length: {GOLD}11.8 tiles{},,{BLACK}Cars: {GOLD}16,"The first of a number of cancelled cross-channel service concepts, the Regional Eurostar sets never operated as intended, but were used for relief services on the ECML and as conventional TGV sets in France.",,{YELLOW}25% bonus for long distance travel{},"{BLACK}Cars: {GOLD}16{}{BLACK}Length: {GOLD}11.8 tiles{}{YELLOW}25% bonus for long distance travel{}{SILVER}The first of a number of cancelled cross-channel service concepts, the Regional Eurostar sets never operated as intended, but were used for relief services on the ECML and as conventional TGV sets in France.",
"BREL Class 365 ""Networker Express""",class_365,3072,,373,,role/passenger,"flag/GB,power/electric,role/passenger",FEAT_TRAINS,multiple_unit,dual_electric,DUAL_POWER,1994,,2022,4,1684,,,,,,,,,136,,5,165,0.12,100,160,,,20.89,20.89,,3.77,66,198x0x56,12,,"4,4,4",7,,,"class_365,class_365_mid,class_365_pan,class_365_rear",class_365_pan,"1,1,1,1",,,,32,36,,,20,8.42,8.25,0.87,8.8,0.85,1.8,98,96,"£76,563","£7,800",,,,,,,,,,4,185,,,PASS,lbr,EMU,lbr_EMU,dual_electric_DUAL_POWER,{BLACK}Length: {GOLD}3.0 tiles{},,{BLACK}Cars: {GOLD}4,"Amongst the last passenger vehicles built at the former BREL Holgate Road works, the Class 365s began to be delivered at the very end of British Rail operations.",,,"{BLACK}Cars: {GOLD}4{}{BLACK}Length: {GOLD}3.0 tiles{}{SILVER}Amongst the last passenger vehicles built at the former BREL Holgate Road works, the Class 365s began to be delivered at the very end of British Rail operations.",
"BREL Class 465 ""Networker""",class_465,3073,,374,,role/passenger,"flag/GB,power/electric,role/passenger",FEAT_TRAINS,multiple_unit,electric,THIRD_RAIL,1992,1994,,4,1608,,,,,,,,,136,,5,165,0.12,75,120,,,20.89,20.89,,3.77,81,198x0x56,12,,"4,4,4",0,,,"brel_networker,brel_networker_mid,brel_networker_mid,brel_networker_rear",,"1,1,0,1",brel_networker,,,32,,-10,-20,15,8.04,8.25,0.88,10.8,0.85,1.725,68,80,"£53,125","£6,500",,,,,,class_466,,,,10,205,,,PASS,lbr,EMU,lbr_EMU,electric_THIRD_RAIL,{BLACK}Length: {GOLD}3.0 tiles{},,{BLACK}Cars: {GOLD}4,"The BREL Networker was built by three different companies (ABB, Metro-Cammell and BREL) with minor detail differences between each manufacturer's output.",,{YELLOW}10% bonus for long distance travel{},"{BLACK}Cars: {GOLD}4{}{BLACK}Length: {GOLD}3.0 tiles{}{YELLOW}10% bonus for long distance travel{}{SILVER}The BREL Networker was built by three different companies (ABB, Metro-Cammell and BREL) with minor detail differences between each manufacturer's output.",
